Beast,"The Beast is a fictional character, a superhero who appears in comic books published by Marvel Comics. He is a founding member of the mutant team of superheroes known as the X-Men. When he was first introduced, the Beast is a mutant who possesses ape-like superhuman physical strength and agility and oversized hands and feet, though he otherwise appears to be a normal human being. Throughout his history, the Beast undergoes progressive transformations to his physiognomy, permanently gaining increasingly animalistic physical characteristics. These include blue fur, feline facial features, pointed ears, fangs, and claws. His physical power increases to even greater levels, as do his senses.
Despite his inhuman appearance, he is a brilliant man of the arts and sciences; he is a world authority on biochemistry and genetics, the X-Mens medical doctor, and the science and mathematics instructor at the Xavier Institute. He is also a mutant political activist. Fighting his bestial instincts and fears of social rejection, the Beast dedicates his physical and mental gifts to the creation of a better world for man and mutant. He also has a witty sense of humor."
"Lois Lane","Lois Lane is a fictional character appearing in comic books published by DC Comics. Created by writer Jerry Siegel and artist Joe Shuster, she first appeared in Action Comics#1. Lois is the primary love interest of Superhero Superman. And for fifteen years in the DC continuity, was also his wife. Like Supermans alter ego, Clark Kent, she is a reporter for the Metropolis newspaper the Daily Planet.
Lois Lanes character was created from many influences. Her physical appearance was originally based on Joanne Carter, a model hired by Jerry Siegel and Joe Shuster. Joanne Carter would later marry Siegel. The characters personality was based on Torchy Blane, a gutsy, beautiful headline-hunting reporter, portrayed by actress Glenda Farrell in a series of films from the 1930s. Siegel took her name from actress Lola Lane, who also played Torchy Blane in one of the films. Lois is also based on real life journalist Nellie Bly.
Depictions of Lois Lane have varied since her character was created in 1938, spanning the 70-year history of Superman comics and other media adaptations. During the Silver Age, she was the star of Supermans Girl Friend, Lois Lane, a comic title that had a light and frivolous tone. However, the original Golden Age version of Lois, as well as versions of her from the 1970s onwards, portrays Lois as a tough-as-nails journalist and intellectual equal to Superman. Although, one thing has remained throughout the characters 70-year history, she has always been the most prominent love interest in Supermans life and is seen by many fans as the archetypical comic book love interest."
She-Hulk,"She-Hulk is a Marvel Comics superheroine. Created by writer Stan Lee and artist John Buscema, she first appeared in Savage She-Hulk #1. A cousin to Dr. Bruce Banner, Walters once received an emergency blood transfusion from him when she was wounded, which led to her acquiring a milder version of his Hulk condition. As such, Walters becomes a large powerful green-hued version of herself while still largely retaining her personality.
She-Hulk has been a member of the Avengers, the Fantastic Four, Heroes for Hire, the Defenders, Fantastic Force, and S.H.I.E.L.D. A highly skilled lawyer, she has served as legal counsel to various superheroes on numerous occasions."
Colossus,"Colossus is a fictional character, a superhero in the Marvel Comics universe. Created by writer Len Wein and illustrator Dave Cockrum, he first appeared in Giant-Size X-Men #1. A Russian mutant, the character is a member of the X-Men, and is by far the physically strongest member of the team, being able to transform into a strong metallic form. Even without his powers he holds a physically imposing figure standing at 6 7. Throughout the series he has been portrayed as a quiet, shy character, honest and innocent. He has had a fairly consistent presence in X-Men-related comic books since his debut. A talented artist, he only reluctantly agrees to use his powers in combat, feeling it is his responsibility to use his abilities for the betterment of human and mutant-kind.
Canadian actor Daniel Cudmore has portrayed Colossus in X2: X-Men United and X-Men: The Last Stand, and will return for X-Men: Days of Future Past in July 2014. Wizard Magazine ranked Colossus 184 on the Top 200 Comic Book Characters of All Time."
"Naruto Uzumaki","Naruto Uzumaki is a fictional character in the anime and manga franchise Naruto, created by Masashi Kishimoto. The central protagonist and title character of the series, he is a young teenage ninja from the fictional village of Konohagakure. The villagers ostracize Naruto because of the Nine-Tailed Demon Fox—a malevolent creature that attacked Konohagakure—sealed in his body. To be recognized, he aspires to become the villages leader, the Hokage. His cheerful and boisterous personality lets him befriend other Konohagakure ninja, as well as ninja from other villages. Naruto appears in the series films and in other media related to the franchise, including video games and original video animations.
When creating Naruto in the initial part of the series, Kishimoto kept the character simple and stupid, while giving him many attributes of an ideal hero. Kishimoto added a harsh past to give him a side of darkness. Many times he has revised narutos image, providing the character with different clothes to appeal to Western audiences and make him easier to illustrate. Kishimoto changed his design for Part II of the storyline, which starts two-and-a-half years after Part I. Naruto is voiced by Junko Takeuchi in the original animated series and Maile Flanagan in the English adaptations."
"Sasuke Uchiha","Sasuke Uchiha is a character of the Naruto manga and anime series created by Masashi Kishimoto. In the story, Sasuke is a member of the Uchiha clan, a highly skilled clan of ninjas allied to the village of Konohagakure. His primary motivation throughout the series is to avenge the destruction of his entire clan by killing his brother, Itachi Uchiha, a task he pursues at all costs. While he was initially cold and singularly driven by his revenge, he becomes more empathetic through his relationships with other characters, notably Naruto Uzumaki, whom he comes to consider as a rival. Sasuke has additionally appeared in several of the featured movies in the series, as well as several other media relating to the series, including several video games and OVAs.
He was created as a rival and foil to the series titular character, Naruto Uzumaki. Sasukes design caused difficulties for Kishimoto as he drew the manga scenes, but he has grown to enjoy drawing him. In the animated adaptations from the manga Sasuke has been voiced by Noriaki Sugiyama in Japanese and Yuri Lowenthal in the English dub.
Several anime and manga publications have provided acclaim and criticism of Sasukes character. While many reviewers have noted his cold and detached attitude and abilities, he has been viewed as a stereotypical rival in the mold of several similar characters in other shōnen manga. The characters development has been praised with reviewers praising his rivalry with other appearing characters and the impact he makes in the plot overall. Moreover, Sasuke has been highly popular with the Naruto reader base, placing high in several popularity polls. Merchandise based on Sasuke has also been released, including action figures and plush dolls."
Quicksilver,"Quicksilver is a fictional character that appears in comic books published by Marvel Comics. The character first appears in X-Men #4 and was created by Stan Lee and Jack Kirby. He is the son of Magneto, the twin brother of the Scarlet Witch, and the paternal half-brother of Polaris.
Debuting in the Silver Age of comic books, Quicksilver has featured in four decades of Marvel continuity, starring in the self-titled series Quicksilver and as a regular team member in superhero title the Avengers. The character has also appeared in other Marvel-endorsed products such as animated films; arcade and video games; television series and merchandise such as action figures and trading cards.
In 2006, IGN named Quicksilver #23 on their list of The Top 25 X-Men Of All Time commenting that Quicksilver was the shining example of a villain turned good."
Supergirl,"Supergirl is a female counterpart to Superman. As his cousin, she shares his super powers and vulnerability to Kryptonite. She was created by writer Otto Binder and designed by artist Al Plastino in 1959. She first appeared in the Action Comics comic book series and later branched out into animation, film, television, and merchandising. In May 2011, Supergirl placed 94th on IGNs list of the Top 100 Comic Book Heroes of All Time.
Supergirl plays a supporting role in various DC Comics publications, including Action Comics, Superman, and several comic book series unrelated to Superman. In 1969, Supergirls adventures became the lead feature in Adventure Comics, and she later starred in an eponymous comic book series which debuted in 1972 and ran until 1974, followed by a second monthly comic book series titled The Daring New Adventures of Supergirl, which ran from 1982 to 1984.
Supergirl dies in the 1985 limited series Crisis on Infinite Earths, and DC Comics subsequently rebooted the continuity of the DC Comics Universe, reestablishing Supermans character as the sole survivor of Kryptons destruction. Following the conclusion of Crisis on Infinite Earths, several different characters written as having no familial relationship to Superman have assumed the role of Supergirl, including Matrix, Linda Danvers, and Cir-El. Following the cancellation of the third Supergirl comic book series, starring the Linda Danvers version of the character, a modern version of Kara Zor-El was reintroduced into the DC Comics continuity in issue #8 of the Superman/Batman comic book series titled The Supergirl from Krypton. The modern Kara Zor-El stars as Supergirl in an eponymous comic book series, in addition to playing a supporting role in various other DC Comics publications."
Mystique,"Mystique is a fictional character associated with the Marvel Comics franchise X-Men. Created by artist David Cockrum and writer Chris Claremont, she first appeared in Ms. Marvel #16.
Throughout most of her history, Mystique has been a supervillain, founding her own Brotherhood of Mutants and assassinating several important people involved in mutant affairs. Mystique herself is a mutant, a shapeshifter whose natural appearance includes blue skin and yellow eyes. At one point, she mentions that she is over 100 years old. Mystique is the mother of the villain Graydon Creed, the X-Men hero Nightcrawler, and adoptive mother of the heroine Rogue. She is forced to abandon Nightcrawler, but raises Rogue for a number of years, and the two women have mixed feelings towards one another.
Despite Mystiques history of crime, she works with the X-Mens Professor X in a short-lived series. She is later voted straight into the X-Men.
Actress Rebecca Romijn portrayed Mystique in the first three of the X-Men films. In the 2011 film, X-Men: First Class, Jennifer Lawrence plays the role of a young Mystique. Lawrence will reprise her role again in the upcoming 2014 sequel, X-Men: Days of Future Past. In 2009, Mystique was ranked as IGNs 18th Greatest Comic Book Villain of All Time."
Elektra,"Elektra Natchios, usually referred to only by her first name Elektra, is a fictional character in publications from Marvel Comics.
Elektra is a kunoichi – female ninja assassin – of Greek descent. She wields a pair of bladed sai as her trademark weapon. Created by Frank Miller, Elektra first appeared in Daredevil #168. She is a love interest of the superhero Daredevil, but her violent nature and mercenary lifestyle divide the two. She is one of Frank Millers best-loved creations, and subsequent writers use of her is controversial as Marvel had originally promised to not resurrect the character without Millers permission. She has also appeared as a supporting character of the X-Mens Wolverine and in other series and mini-series as well as adaptations for the screen. In the 2003 film Daredevil and its 2005 spinoff, Elektra, the character is portrayed by Jennifer Garner. Elektra was ranked 22nd in Comics Buyers Guides 100 Sexiest Women in Comics list. Miller initially based the characters appearance on Lisa Lyon, a female bodybuilder."
"Martian Manhunter","The Martian Manhunter is a fictional character, a superhero that appears in comic books published by DC Comics. Created by writer Joseph Samachson and artist Joe Certa, the character first appeared in Detective Comics #225. The character is known for being one of the core members of the Justice League of America.
Jonn Jonzz has featured in other DC Comics-endorsed products, such as video games, television series, animated films, or merchandise like action figures and trading cards.
Some plot events are described, below, using in-universe tone."
Riddler,"The Riddler is a fictional character, a comic book supervillain appearing in comic books published by DC Comics. He usually appears as an enemy of Batman. Created by writer Bill Finger and artist Dick Sprang, the character first appeared in Detective Comics #140. In 2009, the Riddler was ranked as IGNs 59th Greatest Comic Book Villain of All Time."
"Mary Jane Watson","Mary Jane Watson, often shortened to MJ, is a fictional supporting character appearing originally in Marvel comic books and later in multiple spin-offs and dramatizations of the Spider-Man titles as the best friend, love interest, and one-time wife of Peter Parker, the alter ego of Spider-Man. This was after the tragic death of Gwen Stacy, and initially upon her introduction, she had a friendly rivalry with Gwen for Peters affections. Created by writer Stan Lee and artist John Romita, Sr., after a few partial appearances and references, her first full appearance was in The Amazing Spider-Man #42. She was ranked 43rd in Comics Buyers Guides  Sexiest Women in Comics list.
In the 2002–2007 Spider-Man film trilogy, Mary Jane was played by actress Kirsten Dunst as Spider-Mans main love interest. Shailene Woodley will take over the role of Mary Jane in The Amazing Spider-Man 2."
"Legion of Super-Heroes","The Legion of Super-Heroes is a fictional superhero team in the 30th and 31st centuries of the DC Comics Universe. The team first appears in Adventure Comics #247, and was created by Otto Binder and Al Plastino.
Initially, the team was closely associated with the original Superboy, and was first portrayed as a group of time travelers who frequently visited him. In later years, the Legions origin and back story were fleshed out, and the group was given prominence on par with Superboys in a monthly comic. Eventually, Superboy was removed altogether, except as an occasional guest star.
The team has undergone two major reboots during its publication. The original version was replaced with a new rebooted version following the events of Zero Hour in 1994 and another rebooted team was introduced in 2004. A fourth version of the team, nearly identical to the original version, was introduced in 2007."
"Black Canary","Black Canary is the name of a fictional superheroine appearing in comic books published by DC Comics. Black Canary was created by the writer-artist team of Robert Kanigher and Carmine Infantino, and debuted in Flash Comics #86. One of DCs earliest superheroines, the Black Canary has featured on many of the companys flagship team-up titles, including both Justice Society of America and the Justice League of America. Since the late 1960s, the character has often been paired romantically and professionally with the archer superhero Green Arrow.
As introduced during the Golden Age of Comic Books, the Black Canary was the alter-ego of Dinah Drake, and took part in crime-fighting adventures alongside her love interest and eventual husband, Gotham City detective Larry Lance. The Black Canary did not possess superpowers, but was a hand-to-hand fighter who frequently posed as a criminal in order to covertly take down criminal organisations. She also featured as a member of the Justice Society of America, the first superhero team to appear in comic books. Later stories, published during the Silver Age of Comic Books, depicted the Black Canary as a world-class martial artist with a superpower — the Canary Cry — a high powered sonic scream that could shatter objects and incapacitate enemies. DC Comics later twice adjusted its continuity; firstly to explain the two character versions as existing in distinct parallel universes, and later to depict them as mother and daughter. Stories since then have primarily focused on the younger Black Canary, ascribing her abilities to a genetic mutation. In 2011, DC Comics relaunched its continuity, and in the process re-established Black Canary as a singular superpowered heroine, Dinah Lance."
Nightcrawler,"Nightcrawler is a fictional character, a comic book superhero in the Marvel Universe. He has been associated with both the X-Men and Excalibur, originally appearing in comic books published by Marvel Comics. Created by writer Len Wein and artist Dave Cockrum, he debuted in Giant-Size X-Men #1. During the X-Men: Second Coming storyline, Nightcrawler is killed in an attempt to save Hope Summers in X-Force #26.
A mutant, Nightcrawler possesses superhuman agility, the ability to teleport across short or long distances in a puff of crimson red smoke, invisibility in deep shadows, and adhesive hands and feet. His physical mutations include indigo colored skin, two-toed feet and three-fingered hands, yellow eyes, pointed ears, and a prehensile tail. In Nightcrawlers earlier comic book appearances he is depicted as being a happy-go-lucky practical joker and teaser, and a fan of swashbuckling fiction. Nightcrawler is a German Catholic and while this is not emphasized as much in his earlier comic book appearances, in later depictions Nightcrawler is more vocal about his faith.
Since his inception, Nightcrawler has had a regular presence in Marvel-related comic books and video games. He has featured in a small number of the 1990s X-Men animated series episodes and was a regular on its successors, X-Men: Evolution and Wolverine and the X-Men. In 2003, he was a major character in the film X2, and was portrayed by Alan Cumming."
Namor,"Namor the Sub-Mariner is a fictional character comic book superhero appearing in books published by Marvel Comics. Debuting in early 1939, the character was created by writer-artist Bill Everett for Funnies Inc., one of the first packagers in the early days of comic books that supplied comics on demand to publishers looking to enter the new medium. Initially created for the unreleased comic Motion Picture Funnies Weekly, the Sub-Mariner first appeared publicly in Marvel Comics #1 — the first comic book from Timely Comics, the 1930s-1940s predecessor of the company Marvel Comics. During that period, known to historians and fans as the Golden Age of Comic Books, the Sub-Mariner was one of Timelys top three characters, along with Captain America and the original Human Torch. Everett said the characters name was inspired by Samuel Taylor Coleridges poem, The Rime of the Ancient Mariner. Everett came up with Namor by writing down noble sounding names backwards and thought Roman/Namor looked the best.
The mutant son of a human sea captain and a princess of the mythical undersea kingdom of Atlantis, Namor possesses the super-strength and aquatic abilities of the Homo mermanus race, as well as the mutant ability of flight, along with other superhuman powers. Through the years, he has been alternately portrayed as a good-natured but short-fused superhero, or a hostile invader seeking vengeance for perceived wrongs that misguided surface-dwellers committed against his kingdom. The first known comic book antihero, the Sub-Mariner has remained a historically important and relatively popular Marvel character. He has served directly with the Avengers, the Fantastic Four, the Invaders, the Defenders, and the X-Men as well as serving as a foil to all of them on occasion."
"Iron Fist","Iron Fist is a fictional character, a comic book superhero in the Marvel Comics Universe, and a practitioner of martial arts. Created by Roy Thomas and Gil Kane, he first appeared in Marvel Premiere #15. The character starred in his own solo series in the 1970s, and shared the title Power Man and Iron Fist for several years."
Iceman,"Iceman is a fictional character, a superhero who appears in comic books published by Marvel Comics. He is a founding member of the X-Men. A mutant, Iceman has the ability of cryokinesis where he can freeze anything around him and can also turn his body into ice. Although he is an Omega-level mutant, Drake has yet to tap into his full mutant potential. He has, however, begun to take more interest over the years in developing his abilities. One of the original X-Men, Iceman has had a frequent presence in X-Men-related comics, video games, animated series, and movies.
Shawn Ashmore portrays Iceman in the X-Men films, and voices the character in The Super Hero Squad Show."
"The Green Hornet","The Green Hornet is an American radio and television masked vigilante created by George W. Trendle and Fran Striker, with input from radio director James Jewell, in 1936. Since his radio debut in the 1930s, the Green Hornet has appeared in numerous serialized dramas in a wide variety of media. The character appeared in film serials in the 1940s, a network television program in the 1960s, multiple comic book series from the 1940s on, and a feature film in January 2011.
Though various incarnations sometimes change details, in most versions the Green Hornet is the alter ego of Britt Reid, wealthy young publisher of the Daily Sentinel newspaper by day, who goes out in his masked Green Hornet identity at night to fight crime as a vigilante. Reid is accompanied by his loyal and similarly masked partner and confidant, Kato, who drives their technologically advanced car, the Black Beauty. As the Green Hornet, Reid masquerades as a criminal to infiltrate the underworld, leaving behind criminals and any incriminating evidence found for the police."
Sabretooth,"Sabretooth is a fictional character, a Marvel Comics supervillain created by writer Chris Claremont and artist/co-writer John Byrne. The character first appeared in Iron Fist #14. Originally portrayed as a non-powered serial killer, Sabretooth is later written as a mutant who possesses bestial superhuman abilities, most notably a rapid healing factor, razor-sharp fangs and claws, and superhuman senses. He is a vicious assassin responsible for numerous deaths both as a paid mercenary and for his personal pleasure.
The character Wolverine is depicted as his long-time enemy, although conflicting accounts have been given as to the origin of their feud. It is also known that he and Sabretooth were victims of the Cold War supersoldier program Weapon X, and that Sabretooth saw Wolverine as competition and tried to make his life miserable. While Wolverine is depicted as suppressing his more savage qualities, Sabretooth does the opposite and embraces them.
Sabretooth has appeared in several X-Men animated series and video games. Played by Tyler Mane, he was a henchman of Magneto in the first X-Men film and X-Men: The Official Game. Liev Schreiber plays him in the 2009 film X-Men Origins: Wolverine. In May 2008, Wizard magazine ranked Sabretooth #193 of the 200 best comic book characters of all time. In 2009, Sabretooth was also ranked as IGNs 44th Greatest Comic Book Villain of All Time."
"Scarlet Witch","The Scarlet Witch is a fictional comic book character that appears in books published by Marvel Comics. The character first appeared in X-Men #4 and was created by Stan Lee and Jack Kirby. She is the daughter of Magneto, the twin sister of Quicksilver, and the paternal half-sister of Polaris.
Debuting in the Silver Age of comic books, the Scarlet Witch has been featured in five decades of Marvel continuity, starring in two self-titled limited series with husband the Vision and as a regular team member in superhero title the Avengers. The character has also appeared in other Marvel-endorsed products such as animated films; arcade and video games; television series and merchandise such as action figures and trading cards.
The Scarlet Witch was ranked 97th in Wizards 200 Greatest Comic Book Characters of All Time list and 14th in Comics Buyers Guides 100 Sexiest Women in Comics list."
Kingpin,"The Kingpin is a fictional character, a supervillain in the Marvel Comics Universe. Kingpin is one of the most feared and powerful crime lords in the Marvel Universe. The character is a major adversary of Daredevil, the Punisher, and Spider-Man. IGNs list of the Top 100 Comic Book Villains Of All Time List ranked The Kingpin as #10.
The name Kingpin is a reference to the title crime boss in mafia slang nomenclature."
Vegeta,"Vegeta is a character and anti-hero in the Dragon Ball franchise created by Akira Toriyama. Vegeta appeared as the main antagonist in an arc of Dragon Ball known as the Saiyan Arc. This part of the series later became known as Dragon Ball Z. Afterward, Vegeta unites with the heroes reluctantly to thwart a greater threat, becoming an anti-villain. In spite of this change, Vegeta remains a dangerous rival to the seriess main character Son Goku for almost the remainder of the series.
Vegeta first appeared in the manga chapter #204 Sayōnara Son Gokū first published in Weekly Shōnen Jump magazine on December 19, 1988, and in episode 5 of its anime adaptation Dragon Ball Z. Vegeta was originally a dangerous enemy who sought to use the Dragon Balls to gain immortality, but later became an antihero as even greater threats were introduced in the series. Vegeta is a member of the royal Saiyan lineage, the extraterrestrial race of warriors that the series main character, Goku, also belongs to. He is obsessed with surpassing Gokus strength."
"Thunderbolt Ross","General Thaddeus E. Thunderbolt Ross is a fictional character who appears in comic books published by Marvel Comics. Ross is a United States military officer, the father of Betty Ross, ex-father in-law of Glenn Talbot, father in-law of Dr. Bruce Banner, and was head of the Gamma Bomb Project that turned Banner into the Hulk. After the creation of the Hulk, Ross pursues the creature with a growing obsession, and after learning that Banner and the Hulk are one and the same, Ross hunts Banner as well. In 2008, Ross appeared as the Red Hulk, into which he had been transformed in order to better combat his nemesis.
In 2009, Thunderbolt Ross was named IGNs 71st Greatest Comic Book Villain of All Time."
Bucky,"Bucky is the name of several fictional characters that were masked superheroes in the Marvel Comics universe. The original one, James Buchanan Bucky Barnes, was created by Joe Simon and Jack Kirby as a sidekick character in Captain America Comics #1, published by Timely Comics. Decades later, the original Bucky was brought back from supposed death as the Winter Soldier in 2005 and then he becomes Captain America in 2008 after Steve Rogers was presumed to be dead, before returning as the Winter Soldier once more."
Brainiac,"Brainiac is a fictional character, a supervillain that appears in comic books published by DC Comics. The character first appeared in Action Comics #242, and was created by Otto Binder and Al Plastino.
An extraterrestrial android, Brainiac is a principal foe of Superman, and is responsible for shrinking and stealing Kandor, the capital city of Supermans home planet Krypton. Due to complex storylines involving time travel, cloning, and revisions of DCs continuity, several variations of Brainiac have appeared. Most incarnations of Brainiac depict him as a green-skinned being in humanoid form. He is bald, except for a set of diodes protruding from his skull.
The character is the origin of the informal word which means genius. The name itself is a portmanteau of the words brain and maniac, with influence from ENIAC, the name of an early computer. In 2009, Brainiac was ranked as IGNs 17th Greatest Comic Book Villain of All Time."
Carnage,"Carnage is a fictional comic book supervillain appearing in books published by Marvel Comics, usually as an enemy of Spider-Man. The character first appeared as Cletus Kasady in The Amazing Spider-Man #344 and as Carnage in The Amazing Spider-Man #360, and was created by writer David Michelinie and artist Mark Bagley, based on elements of the precursor character Venom. In 2009, Carnage was ranked as IGNs 90th Greatest Comic Book Villain of All Time."
Thing,"The Thing is a fictional character, a superhero that appears in comic books published by Marvel Comics. He is a founding member of the Fantastic Four. His trademark orange rocky appearance, sense of humor, blue eyes, and his famous battle cry, Its clobberin time!, makes him a very recognizable comic book character. The Things speech patterns are loosely based on those of Jimmy Durante.
Michael Chiklis portrayed The Thing in the 2005 film Fantastic Four, and its 2007 sequel Fantastic Four: Rise of the Silver Surfer.
In 2011, IGN ranked the Thing 18th in the Top 100 Comic Book Heroes."
"Ras al Ghul","Ras al Ghul is a fictional character, a supervillain who appears in comic books published by DC Comics. He is considered to be one of Batmans greatest enemies. His name in Arabic has been translated in the comics as The Demons Head and references the name of the star Algol. Created by writer Dennis ONeil and artist Neal Adams, he was introduced in Batman #232s Daughter of the Demon. Given his high status as a supervillain, he has also come into conflict with Superman and other superheroes in the DC Universe. Ras al Ghul has been featured in various media adaptions, most notably the 2005 Christopher Nolan films Batman Begins and The Dark Knight Rises where he was portrayed by actor Liam Neeson. IGNs list of the Top 100 Comic Book Villains of All Time List ranked Ras as #7."
"Jonah Hex","Jonah Hex is a fictional character, a western comic book antihero who appears in comic books published by DC Comics. The character was created by writer John Albano and artist Tony DeZuniga. Hex is a surly and cynical bounty hunter whose face is horribly scarred on the right side. Despite his poor reputation and personality, Hex is bound by a personal code of honor to protect and avenge the innocent. The character is portrayed by Josh Brolin in the 2010 film adaptation of the same name. Thomas Jane provided his voice in a DC Animated short film."
"Kakashi Hatake","Kakashi Hatake is a fictional character in the Naruto manga and anime series created by Masashi Kishimoto. Kishimoto originally planned to introduce Kakashi in the manga to the series titular character, Naruto Uzumaki, early on, but pushed back this meeting so that Narutos teammates could be better developed.
In the story, Kakashi is the leader and teacher of Team 7, consisting of the series primary characters, Sasuke Uchiha, Sakura Haruno, and Naruto Uzumaki. He is initially portrayed as a detached and apathetic figure, but as the series progresses, his loyalty to his friends and students becomes increasingly apparent. Kakashis past has been extensively explored in the series, resulting in a gaiden being devoted to his past experiences. Kakashi has appeared in several pieces of Naruto media, including three of the four featured films in the series, all of the original video animations, and all of the video games.
Numerous anime and manga publications have praised and criticized Kakashis character. Although he has been noted to be an echo of similar detached shōnen manga characters, the duality of Kakashis apathetic and serious sides have been praised. Kakashis popularity has been noted by reviewers; T.H.E.M. Anime Reviews commented that the series could simply be renamed Kakashi. Kakashi has been highly popular with the Naruto reader base, placing high in several popularity polls. Merchandise based on Kakashi has also been released, including key chains and plush dolls."
"Hal Jordan","Harold Hal Jordan is a DC Comics superhero known as Green Lantern, the first human shown to join the Green Lantern Corps and a founding member of the Justice League of America. Jordan is the second DC Comics character to adopt the Green Lantern moniker. Jordan was created in the Silver Age of Comic Books by John Broome and Gil Kane, and made his first appearance in Showcase #22 to replace the original Green Lantern Alan Scott from the Golden Age of Comic Books.
In 1994, the story Emerald Twilight saw Hal Jordan turn into the supervillain Parallax. Later, in the Zero Hour miniseries, he attempts cosmic genocide. He was replaced by Kyle Rayner as the new Green Lantern for the Modern Age of Comic Books. In the 1996 crossover story The Final Night, he attempted to return to his heroic roots by dying to save the Earth, and later returned as a spirit of redemption in the persona of the Spectre. Hal Jordan was resurrected in the 2004 miniseries Green Lantern: Rebirth, which revealed that Parallax was actually an alien parasitic entity that influenced his prior villainy. He subsequently returned to the Green Lantern Corps and became the protagonist of the subsequent volumes of Green Lantern."
Amazo,"Amazo is a fictional character that appears in comic books published by DC Comics. The character first appears in The Brave and the Bold #30 and was created by Gardner Fox and Murphy Anderson. An android, Amazos special ability is to replicate the special abilities of various superheroes and supervillains he comes into contact with. Throughout publication, Amazo has most frequently been a villain for the Justice League, an assembly of DCs most well-known superheroes; Amazo also permanently replicated the powers and abilities of the first Justice League he encountered, making him a very powerful adversary in all subsequent appearances. Later on, however, he became a member of the Justice League.
Debuting in the Silver Age of Comic Books, the character has appeared in comic books and other DC Comics-related products, including animated television series, trading cards and video games."
"Monkey D. Luffy","Monkey D. Straw Hat Luffy is a fictional character and the primary protagonist of the One Piece franchise created by Eiichiro Oda. He is introduced as a young boy whose body gains the properties of rubber after he inadvertently eats a supernatural fruit called the Gum Gum Fruit.
In One Piece, Luffy sails from the East Blue to the Grand Line in search of the legendary treasure One Piece to succeed Gol D. Roger as the King of the Pirates. He is the captain of the Straw Hat Pirates and he recruits members along his journey. He fights several antagonists, such as the World Government, during his travels. Luffy has a nonchalant demeanor but is quick to become serious whenever he senses that someone in danger. Luffy is able to use the elasticity of his body to concentrate his strength and power for attacks, the most prominent being his signature Gum-Gum Pistol, in which Luffy slingshots his punches at opponents from a distance.
As the protagonist, Luffy appears in most of the episodes, films, television specials, and OVAs of the anime series One Piece, as well as several of the franchises video games. Due to the series international popularity, Luffy has become one of the most recognizable and iconic anime characters. Outside of the One Piece franchise, Luffy has had an appearance in the crossover manga Cross Epoch. He has also been the subject of other parodies, and has appeared in various special events throughout Japanese pop culture. Luffys critical reception has been largely positive and has been recognized as one of the greatest manga/anime characters of all time."
Scarecrow,"The Scarecrow is a fictional character, a supervillain who appears in comic books published by DC Comics. The character first appeared in Worlds Finest Comics #3 and was created by Bob Kane and Bill Finger. A psychologist who uses a variety of drugs and psychological tactics to exploit the fears and phobias of his adversaries, the Scarecrow is a member of Batmans rogues gallery.
Although he made only two appearances in the Golden Age of Comic Books, the character was revived during the Silver Age of Comic Books by writer Gardner Fox and artist Sheldon Moldoff in the pages of Batman #189 and has since become a staple Batman villain. The Scarecrow has been featured in other DC Comics-endorsed products such as feature films, video games, animated television programs, and merchandise such as action figures. Irish actor Cillian Murphy portrayed the Scarecrow in Christopher Nolans Batman trilogy. In 2009, the Scarecrow was ranked as IGNs 58th Greatest Comic Book Villain of All Time."
"Human Torch","The Human Torch is a fictional character, a superhero that appears in comic books published by Marvel Comics. He is a founding member of the Fantastic Four. A similar, unrelated character of the same name and powers had been created in 1939 by writer-artist Carl Burgos for Marvel Comics predecessor company, Timely Comics.
Like the rest of the Fantastic Four, the Human Torch gained his powers on a spacecraft bombarded by cosmic rays. He can engulf his entire body in flames, is able to fly, can absorb fire harmlessly into his own body, and can control any nearby fire by sheer force of will. Flame on!, which the Torch customarily shouts when activating his full-body flame effect, has become his catchphrase.
The youngest of the group, he is brash and impetuous in comparison to his reticient and compassionate sister, Susan Storm, his sensible brother-in-law, Reed Richards, and the grumbling Ben Grimm.
In the early 1960s, he starred in a series of solo adventures, published in Strange Tales. He is also a friend and frequent ally of Spider-Man, who is approximately the same age as the Torch.
Chris Evans portrayed him in the 2005 film Fantastic Four, and its 2007 sequel Fantastic Four: Rise of the Silver Surfer."
"Human Torch","The Human Torch is a fictional character, a superhero that appears in comic books published by Marvel Comics. He is a founding member of the Fantastic Four. A similar, unrelated character of the same name and powers had been created in 1939 by writer-artist Carl Burgos for Marvel Comics predecessor company, Timely Comics.
Like the rest of the Fantastic Four, the Human Torch gained his powers on a spacecraft bombarded by cosmic rays. He can engulf his entire body in flames, is able to fly, can absorb fire harmlessly into his own body, and can control any nearby fire by sheer force of will. Flame on!, which the Torch customarily shouts when activating his full-body flame effect, has become his catchphrase.
The youngest of the group, he is brash and impetuous in comparison to his reticient and compassionate sister, Susan Storm, his sensible brother-in-law, Reed Richards, and the grumbling Ben Grimm.
In the early 1960s, he starred in a series of solo adventures, published in Strange Tales. He is also a friend and frequent ally of Spider-Man, who is approximately the same age as the Torch.
Chris Evans portrayed him in the 2005 film Fantastic Four, and its 2007 sequel Fantastic Four: Rise of the Silver Surfer."
Tintin,"Tintin is a fictional character in The Adventures of Tintin, the series of comic albums written and illustrated by Belgian artist Hergé. Tintin is the protagonist, the eponymous hero of the series. He is a reporter and adventurer who travels around the world with his dog Snowy."
